year,tournament,start_date,end_date,location,court_surface,prize_money,currency,masters
2006,coca-cola-itf-junior-tournament_itf_juniors1,2006-08-07,2006-08-12,LCA,Hard,,,0
2006,tampico-junior-cup-2006_itf_juniors0,2006-08-07,2006-08-13,MEX,Hard,,,0
2006,tampico-junior-cup-2006_itf_juniors1,2006-08-07,2006-08-13,MEX,Hard,,,0
2006,11th-wilson---tivoli-trophy-timisoara_itf_juniors0,2006-08-08,2006-08-12,ROU,Clay,,,0
2006,11th-wilson---tivoli-trophy-timisoara_itf_juniors1,2006-08-08,2006-08-12,ROU,Clay,,,0
2006,ztk-junior-open_itf_juniors0,2006-08-09,2006-08-13,SLO,Clay,,,0
2006,ztk-junior-open_itf_juniors1,2006-08-09,2006-08-13,SLO,Clay,,,0
2006,itf-south-/-central-africa-junior-circuit---mozambique_itf_juniors0,2006-08-12,2006-08-16,MOZ,Hard,,,0
2006,itf-south-/-central-africa-junior-circuit---mozambique_itf_juniors1,2006-08-12,2006-08-16,MOZ,Hard,,,0
2006,copa-club-farallones_itf_juniors1,2006-08-14,2006-08-19,COL,Clay,,,0
2006,monterrey-contry-junior-cup-2006_itf_juniors0,2006-08-14,2006-08-20,MEX,Hard,,,0
2006,monterrey-contry-junior-cup-2006_itf_juniors1,2006-08-14,2006-08-20,MEX,Hard,,,0
2006,itf-outdoor-flevoland-junior-championships-2006_itf_juniors0,2006-08-15,2006-08-19,NED,Clay,,,0
2006,itf-outdoor-flevoland-junior-championships-2006_itf_juniors1,2006-08-15,2006-08-19,NED,Clay,,,0
2006,vila-do-conde-junior-tennis-cup_itf_juniors0,2006-08-15,2006-08-20,POR,Hard,,,0
2006,vila-do-conde-junior-tennis-cup_itf_juniors1,2006-08-15,2006-08-20,POR,Hard,,,0
2006,mera-cup_itf_juniors0,2006-08-16,2006-08-20,POL,Clay,,,0
2006,mera-cup_itf_juniors1,2006-08-16,2006-08-20,POL,Clay,,,0
2006,dema-cup_itf_juniors0,2006-08-16,2006-08-20,BUL,Clay,,,0
2006,dema-cup_itf_juniors1,2006-08-16,2006-08-20,BUL,Clay,,,0
2006,9th-international-tournament-u18-2006_itf_juniors0,2006-08-16,2006-08-20,SVK,Clay,,,0
2006,9th-international-tournament-u18-2006_itf_juniors1,2006-08-16,2006-08-20,SVK,Clay,,,0
2006,oceania-closed-junior-championships_itf_juniors0,2006-08-20,2006-08-24,FIJ,Hard,,,0
2006,oceania-closed-junior-championships_itf_juniors1,2006-08-20,2006-08-24,FIJ,Hard,,,0
2006,movenpick-international-junior-championships_itf_juniors0,2006-08-21,2006-08-25,EGY,Clay,,,0
2006,movenpick-international-junior-championships_itf_juniors1,2006-08-21,2006-08-25,EGY,Clay,,,0
2006,us-junior-international-hard-court-championships_itf_juniors0,2006-08-21,2006-08-25,USA,Hard,,,0
2006,us-junior-international-hard-court-championships_itf_juniors1,2006-08-21,2006-08-25,USA,Hard,,,0
2006,pakistan-international-junior-championships-1_itf_juniors0,2006-08-21,2006-08-27,PAK,Clay,,,0
2006,pakistan-international-junior-championships-1_itf_juniors1,2006-08-21,2006-08-27,PAK,Clay,,,0
2006,muma---itf-junior-tournament-2006_itf_juniors0,2006-08-21,2006-08-27,MEX,Hard,,,0
2006,muma---itf-junior-tournament-2006_itf_juniors1,2006-08-21,2006-08-27,MEX,Hard,,,0
2006,ist-knokke-zoute-junior-championship-2006_itf_juniors0,2006-08-22,2006-08-26,BEL,Clay,,,0
2006,ist-knokke-zoute-junior-championship-2006_itf_juniors1,2006-08-22,2006-08-26,BEL,Clay,,,0
2006,clermont-ferrand-junior-tournament_itf_juniors0,2006-08-22,2006-08-27,FRA,Clay,,,0
2006,clermont-ferrand-junior-tournament_itf_juniors1,2006-08-22,2006-08-27,FRA,Clay,,,0
2006,belarus-cup_itf_juniors0,2006-08-22,2006-08-27,BLR,Clay,,,0
2006,belarus-cup_itf_juniors1,2006-08-22,2006-08-27,BLR,Clay,,,0
2006,epetion-cup_itf_juniors0,2006-08-23,2006-08-27,CRO,Clay,,,0
2006,epetion-cup_itf_juniors1,2006-08-23,2006-08-27,CRO,Clay,,,0
2006,as-open-2006_itf_juniors0,2006-08-23,2006-08-27,MKD,Clay,,,0
2006,as-open-2006_itf_juniors1,2006-08-23,2006-08-27,MKD,Clay,,,0
2006,11th-azadi-junior-world-ranking-tournament_itf_juniors0,2006-08-28,2006-09-01,IRI,Clay,,,0
2006,smash-international-junior-championships_itf_juniors0,2006-08-28,2006-09-01,EGY,Clay,,,0
2006,smash-international-junior-championships_itf_juniors1,2006-08-28,2006-09-01,EGY,Clay,,,0
2006,riga-open_itf_juniors0,2006-08-28,2006-09-01,LAT,Clay,,,0
2006,riga-open_itf_juniors1,2006-08-28,2006-09-01,LAT,Clay,,,0
2006,canadian-open-junior-championships_itf_juniors0,2006-08-28,2006-09-02,CAN,Hard,,,0
2006,canadian-open-junior-championships_itf_juniors1,2006-08-28,2006-09-02,CAN,Hard,,,0
2006,torneo-internacional-juvenil-de-yaracuy_itf_juniors0,2006-08-28,2006-09-02,VEN,Hard,,,0
2006,torneo-internacional-juvenil-de-yaracuy_itf_juniors1,2006-08-28,2006-09-02,VEN,Hard,,,0
2006,pakistan-itf-international-junior-championships-ii_itf_juniors0,2006-08-28,2006-09-03,PAK,Clay,,,0
2006,pakistan-itf-international-junior-championships-ii_itf_juniors1,2006-08-28,2006-09-03,PAK,Clay,,,0
2006,brunei-itf-junior-circuit_itf_juniors0,2006-08-28,2006-09-03,BRU,Hard,,,0
2006,brunei-itf-junior-circuit_itf_juniors1,2006-08-28,2006-09-03,BRU,Hard,,,0
2006,hyogo-international-junior-tournament-1_itf_juniors0,2006-08-30,2006-09-03,JPN,Carpet,,,0
2006,hyogo-international-junior-tournament-1_itf_juniors1,2006-08-30,2006-09-03,JPN,Carpet,,,0
2006,jug-open-2006_itf_juniors0,2006-08-30,2006-09-03,MKD,Clay,,,0
2006,jug-open-2006_itf_juniors1,2006-08-30,2006-09-03,MKD,Clay,,,0
2006,budaörs-cup_itf_juniors0,2006-08-30,2006-09-03,HUN,Clay,,,0
2006,budaörs-cup_itf_juniors1,2006-08-30,2006-09-03,HUN,Clay,,,0
2006,prosigma-open-2006_itf_juniors0,2006-08-30,2006-09-03,SLO,Clay,,,0
2006,prosigma-open-2006_itf_juniors1,2006-08-30,2006-09-03,SLO,Clay,,,0
2006,2nd-mostar-open-of-2006_itf_juniors0,2006-08-30,2006-09-03,BIH,Clay,,,0
2006,2nd-mostar-open-of-2006_itf_juniors1,2006-08-30,2006-09-03,BIH,Clay,,,0
2006,us-open-junior-tennis-championships_itf_juniors0,2006-09-03,2006-09-10,USA,Hard,,,0
2006,us-open-junior-tennis-championships_itf_juniors1,2006-09-03,2006-09-10,USA,Hard,,,0
2006,jurmala-cup_itf_juniors0,2006-09-04,2006-09-08,LAT,Clay,,,0
2006,jurmala-cup_itf_juniors1,2006-09-04,2006-09-08,LAT,Clay,,,0
2006,valencia-junior-open_itf_juniors0,2006-09-04,2006-09-09,VEN,Hard,,,0
2006,valencia-junior-open_itf_juniors1,2006-09-04,2006-09-09,VEN,Hard,,,0
2006,sweden-junior-open-2006_itf_juniors0,2006-09-04,2006-09-10,SWE,Clay,,,0
2006,sweden-junior-open-2006_itf_juniors1,2006-09-04,2006-09-10,SWE,Clay,,,0
2006,aphrodite-cup_itf_juniors0,2006-09-05,2006-09-09,CYP,Carpet,,,0
2006,aphrodite-cup_itf_juniors1,2006-09-05,2006-09-09,CYP,Carpet,,,0
2006,8th-sarawak-chief-minister's-cup---itf-malaysian-international-junior-championships_itf_juniors0,2006-09-05,2006-09-10,MAS,Hard,,,0
2006,8th-sarawak-chief-minister's-cup---itf-malaysian-international-junior-championships_itf_juniors1,2006-09-05,2006-09-10,MAS,Hard,,,0
2006,hyogo-international-junior-tournament-2_itf_juniors0,2006-09-06,2006-09-10,JPN,Carpet,,,0
2006,hyogo-international-junior-tournament-2_itf_juniors1,2006-09-06,2006-09-10,JPN,Carpet,,,0
2006,talentum-cup_itf_juniors0,2006-09-06,2006-09-10,HUN,Clay,,,0
2006,talentum-cup_itf_juniors1,2006-09-06,2006-09-10,HUN,Clay,,,0
2006,wilson-ttt-itf-juniors---chennai_itf_juniors0,2006-09-11,2006-09-16,IND,Clay,,,0
2006,wilson-ttt-itf-juniors---chennai_itf_juniors1,2006-09-11,2006-09-16,IND,Clay,,,0
2006,region-mayor's-prize_itf_juniors0,2006-09-11,2006-09-16,KAZ,Clay,,,0
2006,region-mayor's-prize_itf_juniors1,2006-09-11,2006-09-16,KAZ,Clay,,,0
2006,kentucky-international-junior-tennis-derby_itf_juniors0,2006-09-11,2006-09-16,USA,Hard,,,0
2006,kentucky-international-junior-tennis-derby_itf_juniors1,2006-09-11,2006-09-16,USA,Hard,,,0
2006,valencia-international-junior-open_itf_juniors0,2006-09-11,2006-09-17,VEN,Hard,,,0
2006,valencia-international-junior-open_itf_juniors1,2006-09-11,2006-09-17,VEN,Hard,,,0
2006,pancevo-international-2006_itf_juniors0,2006-09-12,2006-09-16,SCG,Clay,,,0
2006,pancevo-international-2006_itf_juniors1,2006-09-12,2006-09-16,SCG,Clay,,,0
2006,china-junior-i_itf_juniors0,2006-09-12,2006-09-17,CHN,Hard,,,0
2006,china-junior-i_itf_juniors1,2006-09-12,2006-09-17,CHN,Hard,,,0
2006,itf-world-junior-tennis-championship_itf_juniors0,2006-09-13,2006-09-17,MAS,Hard,,,0
2006,itf-world-junior-tennis-championship_itf_juniors1,2006-09-13,2006-09-17,MAS,Hard,,,0
2006,zentiva-czech-junior-open_itf_juniors0,2006-09-13,2006-09-17,CZE,Clay,,,0
2006,zentiva-czech-junior-open_itf_juniors1,2006-09-13,2006-09-17,CZE,Clay,,,0
2006,iv-campeonato-international-de-mijas_itf_juniors0,2006-09-13,2006-09-17,ESP,Clay,,,0
2006,iv-campeonato-international-de-mijas_itf_juniors1,2006-09-13,2006-09-17,ESP,Clay,,,0
2006,nbu-cup_itf_juniors0,2006-09-18,2006-09-23,UZB,Clay,,,0
2006,nbu-cup_itf_juniors1,2006-09-18,2006-09-23,UZB,Clay,,,0
2006,indian-itf-junior-tournament---hyderabad_itf_juniors0,2006-09-18,2006-09-23,IND,Clay,,,0
2006,indian-itf-junior-tournament---hyderabad_itf_juniors1,2006-09-18,2006-09-23,IND,Clay,,,0
2006,viña-junior-open-2006_itf_juniors0,2006-09-18,2006-09-23,CHI,Clay,,,0
2006,viña-junior-open-2006_itf_juniors1,2006-09-18,2006-09-23,CHI,Clay,,,0
2006,luzern-junior-trophy_itf_juniors0,2006-09-18,2006-09-23,SUI,Clay,,,0
2006,luzern-junior-trophy_itf_juniors1,2006-09-18,2006-09-23,SUI,Clay,,,0
2006,sochi-cup_itf_juniors0,2006-09-18,2006-09-24,RUS,Clay,,,0
2006,sochi-cup_itf_juniors1,2006-09-18,2006-09-24,RUS,Clay,,,0
2006,8th-serbia-and-montenegro-junior-open_itf_juniors0,2006-09-19,2006-09-23,SCG,Clay,,,0
2006,8th-serbia-and-montenegro-junior-open_itf_juniors1,2006-09-19,2006-09-23,SCG,Clay,,,0
2006,jerry-simmons-american-itf-junior-circuit---texas_itf_juniors0,2006-09-19,2006-09-24,USA,Hard,,,0
2006,jerry-simmons-american-itf-junior-circuit---texas_itf_juniors1,2006-09-19,2006-09-24,USA,Hard,,,0
2006,china-junior-ii_itf_juniors0,2006-09-19,2006-09-24,CHN,Hard,,,0
2006,china-junior-ii_itf_juniors1,2006-09-19,2006-09-24,CHN,Hard,,,0
2006,11th-torneo-internacional-junior-u.c._itf_juniors0,2006-09-25,2006-09-30,CHI,Clay,,,0
2006,11th-torneo-internacional-junior-u.c._itf_juniors1,2006-09-25,2006-09-30,CHI,Clay,,,0
2006,jerry-simmons-itf-junior-circuit---illinois_itf_juniors0,2006-09-26,2006-10-01,USA,Hard,,,0
2006,jerry-simmons-itf-junior-circuit---illinois_itf_juniors1,2006-09-26,2006-10-01,USA,Hard,,,0
2006,fergana-cup_itf_juniors0,2006-09-26,2006-10-30,UZB,Hard,,,0
2006,fergana-cup_itf_juniors1,2006-09-26,2006-10-30,UZB,Hard,,,0
2006,2006-u18-itf-world-ranking-event_itf_juniors0,2006-10-02,2006-10-07,CAN,Hard,,,0
2006,2006-u18-itf-world-ranking-event_itf_juniors1,2006-10-02,2006-10-07,CAN,Hard,,,0
2006,itf-junior-circuit-(week-1)_itf_juniors0,2006-10-02,2006-10-08,SRI,Clay,,,0
2006,itf-junior-circuit-(week-1)_itf_juniors1,2006-10-02,2006-10-08,SRI,Clay,,,0
2006,2nd-junior-open-chile_itf_juniors0,2006-10-02,2006-10-08,CHI,Clay,,,0
2006,2nd-junior-open-chile_itf_juniors1,2006-10-02,2006-10-08,CHI,Clay,,,0
2006,grawe-junior-cup_itf_juniors0,2006-10-04,2006-10-08,CRO,Clay,,,0
2006,grawe-junior-cup_itf_juniors1,2006-10-04,2006-10-08,CRO,Clay,,,0
2006,curacao-juniors-open-2006_itf_juniors0,2006-10-09,2006-10-14,AHO,Hard,,,0
2006,curacao-juniors-open-2006_itf_juniors1,2006-10-09,2006-10-14,AHO,Hard,,,0
2006,hong-kong-open-junior-championships_itf_juniors0,2006-10-09,2006-10-14,HKG,Hard,,,0
2006,hong-kong-open-junior-championships_itf_juniors1,2006-10-09,2006-10-14,HKG,Hard,,,0
2006,5th-uae-itf-junior-championships-of-dubai_itf_juniors0,2006-10-09,2006-10-14,UAE,Hard,,,0
2006,5th-uae-itf-junior-championships-of-dubai_itf_juniors1,2006-10-09,2006-10-14,UAE,Hard,,,0
2006,itf-junior-circuit-(week-2)_itf_juniors0,2006-10-09,2006-10-15,SRI,Clay,,,0
2006,itf-junior-circuit-(week-2)_itf_juniors1,2006-10-09,2006-10-15,SRI,Clay,,,0
2006,osaka-mayor's-cup---world-super-junior-tennis-championships_itf_juniors0,2006-10-09,2006-10-15,JPN,Hard,,,0
2006,osaka-mayor's-cup---world-super-junior-tennis-championships_itf_juniors1,2006-10-09,2006-10-15,JPN,Hard,,,0
2006,till-tennis-cup-2006---londrina_itf_juniors0,2006-10-09,2006-10-15,BRA,Clay,,,0
2006,till-tennis-cup-2006---londrina_itf_juniors1,2006-10-09,2006-10-15,BRA,Clay,,,0
2006,itf-junior-18-&-under-of-turkmenistan_itf_juniors0,2006-10-10,2006-10-14,TKM,Hard,,,0
2006,itf-junior-18-&-under-of-turkmenistan_itf_juniors1,2006-10-10,2006-10-14,TKM,Hard,,,0
2006,jerry-simmons-pan-american-closed-itf-championships_itf_juniors0,2006-10-10,2006-10-15,USA,Hard,,,0
2006,jerry-simmons-pan-american-closed-itf-championships_itf_juniors1,2006-10-10,2006-10-15,USA,Hard,,,0
2006,2006-u18-itf-world-ranking-event-2_itf_juniors0,2006-10-16,2006-10-20,CAN,Hard,,,0
2006,2006-u18-itf-world-ranking-event-2_itf_juniors1,2006-10-16,2006-10-20,CAN,Hard,,,0
2006,xxvi-bahia-open---porto-seguro_itf_juniors0,2006-10-16,2006-10-22,BRA,Clay,,,0
2006,xxvi-bahia-open---porto-seguro_itf_juniors1,2006-10-16,2006-10-22,BRA,Clay,,,0
2006,the-el-paso-youth-tennis-centre-itf-tournament_itf_juniors0,2006-10-16,2006-10-22,USA,Hard,,,0
2006,the-el-paso-youth-tennis-centre-itf-tournament_itf_juniors1,2006-10-16,2006-10-22,USA,Hard,,,0
2006,hrt-autumn-cup_itf_juniors0,2006-10-16,2006-10-22,DEN,Carpet,,,0
2006,hrt-autumn-cup_itf_juniors1,2006-10-16,2006-10-22,DEN,Carpet,,,0
2006,mian-chang-cup-international-junior-championships_itf_juniors0,2006-10-17,2006-10-22,TPE,Clay,,,0
2006,mian-chang-cup-international-junior-championships_itf_juniors1,2006-10-17,2006-10-22,TPE,Clay,,,0
2006,itf-thailand-open-2006_itf_juniors0,2006-10-23,2006-10-28,THA,Hard,,,0
2006,itf-thailand-open-2006_itf_juniors1,2006-10-23,2006-10-28,THA,Hard,,,0
2006,2nd-buenos-aires-cup_itf_juniors0,2006-10-25,2006-10-29,ARG,Clay,,,0
2006,2nd-buenos-aires-cup_itf_juniors1,2006-10-25,2006-10-29,ARG,Clay,,,0
2006,nokia-junior-cup_itf_juniors0,2006-10-25,2006-10-29,FIN,Hard,,,0
2006,nokia-junior-cup_itf_juniors1,2006-10-25,2006-10-29,FIN,Hard,,,0
2006,7th-torneig-itf-andorra-la-vella_itf_juniors0,2006-10-30,2006-11-04,AND,Carpet,,,0
2006,7th-torneig-itf-andorra-la-vella_itf_juniors1,2006-10-30,2006-11-04,AND,Carpet,,,0
2006,asia/oceania-closed-championships_itf_juniors0,2006-10-30,2006-11-05,THA,Hard,,,0
2006,asia/oceania-closed-championships_itf_juniors1,2006-10-30,2006-11-05,THA,Hard,,,0
2006,tats-open_itf_juniors0,2006-10-31,2006-11-04,FIN,Carpet,,,0
2006,tats-open_itf_juniors1,2006-10-31,2006-11-04,FIN,Carpet,,,0
2006,jerry-simmons-itf-junior-circuit---south-carolina_itf_juniors0,2006-10-31,2006-11-05,USA,Hard,,,0
2006,jerry-simmons-itf-junior-circuit---south-carolina_itf_juniors1,2006-10-31,2006-11-05,USA,Hard,,,0
2006,tarkett-junior-open_itf_juniors0,2006-10-31,2006-11-05,BEL,Hard,,,0
2006,tarkett-junior-open_itf_juniors1,2006-10-31,2006-11-05,BEL,Hard,,,0
2006,itf-rama-gardens-hotel-open_itf_juniors0,2006-11-06,2006-11-12,THA,Hard,,,0
2006,itf-rama-gardens-hotel-open_itf_juniors1,2006-11-06,2006-11-12,THA,Hard,,,0
2006,jerry-simmons-evert-american-itf-junior-circuit_itf_juniors0,2006-11-07,2006-11-12,USA,Hard,,,0
2006,jerry-simmons-evert-american-itf-junior-circuit_itf_juniors1,2006-11-07,2006-11-12,USA,Hard,,,0
2006,7th-saudi-itf-junior-tennis-championships_itf_juniors0,2006-11-13,2006-11-17,KSA,Hard,,,0
2006,wismilak---widjojo-soejono-junior-championships_itf_juniors0,2006-11-14,2006-11-19,INA,Hard,,,0
2006,wismilak---widjojo-soejono-junior-championships_itf_juniors1,2006-11-14,2006-11-19,INA,Hard,,,0
2006,patuju-junior-open-2006_itf_juniors0,2006-11-15,2006-11-20,BOL,Clay,,,0
2006,patuju-junior-open-2006_itf_juniors1,2006-11-15,2006-11-20,BOL,Clay,,,0
2006,6th-riyadh-itf-international-junior-championships_itf_juniors0,2006-11-20,2006-11-24,KSA,Hard,,,0
2006,singapore-international-junior-championships_itf_juniors0,2006-11-20,2006-11-26,SIN,Hard,,,0
2006,singapore-international-junior-championships_itf_juniors1,2006-11-20,2006-11-26,SIN,Hard,,,0
2006,peru-junior-open_itf_juniors0,2006-11-20,2006-11-26,PER,Clay,,,0
2006,peru-junior-open_itf_juniors1,2006-11-20,2006-11-26,PER,Clay,,,0
2006,solo-open-international-junior-championships_itf_juniors0,2006-11-21,2006-11-26,INA,Hard,,,0
2006,solo-open-international-junior-championships_itf_juniors1,2006-11-21,2006-11-26,INA,Hard,,,0
2006,itf-east-africa-circuit-1---sudan_itf_juniors0,2006-11-26,2006-11-30,SUD,Clay,,,0
2006,itf-east-africa-circuit-1---sudan_itf_juniors1,2006-11-26,2006-11-30,SUD,Clay,,,0
2006,indian-itf-junior-tournament---mumbai_itf_juniors0,2006-11-27,2006-12-02,IND,Hard,,,0
2006,indian-itf-junior-tournament---mumbai_itf_juniors1,2006-11-27,2006-12-02,IND,Hard,,,0
2006,ecuador-itf_itf_juniors0,2006-11-27,2006-12-03,ECU,Clay,,,0
2006,ecuador-itf_itf_juniors1,2006-11-27,2006-12-03,ECU,Clay,,,0
2006,phinma/itf-intl-junior-tournament_itf_juniors0,2006-11-28,2006-12-02,PHI,Hard,,,0
2006,phinma/itf-intl-junior-tournament_itf_juniors1,2006-11-28,2006-12-02,PHI,Hard,,,0
2006,eddie-herr-international-junior-tennis-championships_itf_juniors0,2006-11-28,2006-12-04,USA,Hard,,,0
2006,eddie-herr-international-junior-tennis-championships_itf_juniors1,2006-11-28,2006-12-04,USA,Hard,,,0
2006,itf-east-africa-circuit-2--ethiopia_itf_juniors0,2006-12-02,2006-12-06,ETH,Clay,,,0
2006,itf-east-africa-circuit-2--ethiopia_itf_juniors1,2006-12-02,2006-12-06,ETH,Clay,,,0
2006,indian-itf-junior-tournament---gurgaon_itf_juniors0,2006-12-04,2006-12-09,IND,Hard,,,0
2006,indian-itf-junior-tournament---gurgaon_itf_juniors1,2006-12-04,2006-12-09,IND,Hard,,,0
2006,orange-bowl-tennis-championships_itf_juniors0,2006-12-04,2006-12-10,USA,Hard,,,0
2006,orange-bowl-tennis-championships_itf_juniors1,2006-12-04,2006-12-10,USA,Hard,,,0
2006,phinma/itf-intl-junior-tournament-2_itf_juniors0,2006-12-05,2006-12-09,PHI,Hard,,,0
2006,phinma/itf-intl-junior-tournament-2_itf_juniors1,2006-12-05,2006-12-09,PHI,Hard,,,0
2006,perth-itf_itf_juniors0,2006-12-05,2006-12-10,AUS,Hard,,,0
2006,perth-itf_itf_juniors1,2006-12-05,2006-12-10,AUS,Hard,,,0
2006,itf-east-africa-circuit-3---kenya_itf_juniors0,2006-12-08,2006-12-12,KEN,Clay,,,0
2006,itf-east-africa-circuit-3---kenya_itf_juniors1,2006-12-08,2006-12-12,KEN,Clay,,,0
2006,prince-cup_itf_juniors0,2006-12-10,2006-12-15,USA,Hard,,,0
2006,prince-cup_itf_juniors1,2006-12-10,2006-12-15,USA,Hard,,,0
2006,yucatan-world-cup-2006_itf_juniors0,2006-12-11,2006-12-16,MEX,Hard,,,0
2006,yucatan-world-cup-2006_itf_juniors1,2006-12-11,2006-12-16,MEX,Hard,,,0
2006,south-africa-junior-itf-3_itf_juniors0,2006-12-14,2006-12-17,RSA,Hard,,,0
2006,south-africa-junior-itf-3_itf_juniors1,2006-12-14,2006-12-17,RSA,Hard,,,0
2006,29th-international-casablanca-junior-cup_itf_juniors0,2006-12-25,2006-12-31,MEX,Hard,,,0
2006,29th-international-casablanca-junior-cup_itf_juniors1,2006-12-25,2006-12-31,MEX,Hard,,,0
2007,indian-itf-junior-tournament---chandigarh_itf_juniors0,2007-01-01,2007-01-06,IND,Hard,,,0
2007,indian-itf-junior-tournament---chandigarh_itf_juniors1,2007-01-01,2007-01-06,IND,Hard,,,0
2007,43rd-coffee-bowl-(copa-del-cafe)_itf_juniors0,2007-01-01,2007-01-07,CRC,Hard,,,0
2007,43rd-coffee-bowl-(copa-del-cafe)_itf_juniors1,2007-01-01,2007-01-07,CRC,Hard,,,0
2007,salk-open_itf_juniors0,2007-01-02,2007-01-06,SWE,Hard,,,0
2007,salk-open_itf_juniors1,2007-01-02,2007-01-06,SWE,Hard,,,0
2007,loy-yang-power-traralgon-international_itf_juniors0,2007-01-05,2007-01-10,AUS,Hard,,,0
2007,loy-yang-power-traralgon-international_itf_juniors1,2007-01-05,2007-01-10,AUS,Hard,,,0
2007,vasteras-international-2007_itf_juniors0,2007-01-07,2007-01-12,SWE,Hard,,,0
2007,vasteras-international-2007_itf_juniors1,2007-01-07,2007-01-12,SWE,Hard,,,0
2007,6th-itf-abu-dhabi-junior-championships_itf_juniors0,2007-01-08,2007-01-12,UAE,Hard,,,0
2007,6th-itf-abu-dhabi-junior-championships_itf_juniors1,2007-01-08,2007-01-12,UAE,Hard,,,0
2007,itf-junior-circuit-2007---new-delhi_itf_juniors0,2007-01-08,2007-01-13,IND,Hard,,,0
2007,itf-junior-circuit-2007---new-delhi_itf_juniors1,2007-01-08,2007-01-13,IND,Hard,,,0
2007,wilson-itf-junior-classic-presented-by-wustenrot_itf_juniors0,2007-01-08,2007-01-13,AUT,Carpet,,,0
2007,wilson-itf-junior-classic-presented-by-wustenrot_itf_juniors1,2007-01-08,2007-01-13,AUT,Carpet,,,0
2007,copa-gatorade_itf_juniors0,2007-01-08,2007-01-14,VEN,Hard,,,0
2007,copa-gatorade_itf_juniors1,2007-01-08,2007-01-14,VEN,Hard,,,0
2007,itf-saitama-junior-tennis_itf_juniors0,2007-01-10,2007-01-14,JPN,Hard,,,0
2007,itf-saitama-junior-tennis_itf_juniors1,2007-01-10,2007-01-14,JPN,Hard,,,0
2007,optus-nottinghill-international_itf_juniors0,2007-01-14,2007-01-20,AUS,Hard,,,0
2007,optus-nottinghill-international_itf_juniors1,2007-01-14,2007-01-20,AUS,Hard,,,0
2007,techno-marine-hong-kong-itf-junior-tournament_itf_juniors0,2007-01-15,2007-01-20,HKG,Hard,,,0
2007,techno-marine-hong-kong-itf-junior-tournament_itf_juniors1,2007-01-15,2007-01-20,HKG,Hard,,,0
2007,ongc-itf-juniors-2007_itf_juniors0,2007-01-15,2007-01-20,IND,Clay,,,0
2007,ongc-itf-juniors-2007_itf_juniors1,2007-01-15,2007-01-20,IND,Clay,,,0
2007,14th-slovak-junior-indoor-tournament-2007_itf_juniors0,2007-01-15,2007-01-21,SVK,Carpet,,,0
2007,14th-slovak-junior-indoor-tournament-2007_itf_juniors1,2007-01-15,2007-01-21,SVK,Carpet,,,0
2007,barranquilla-junior-tennis-tournament-country-club-2007_itf_juniors0,2007-01-15,2007-01-21,COL,Clay,,,0
2007,barranquilla-junior-tennis-tournament-country-club-2007_itf_juniors1,2007-01-15,2007-01-21,COL,Clay,,,0
2007,casio-itf-junior-tournament_itf_juniors0,2007-01-16,2007-01-21,Germany,Carpet,,,0
2007,casio-itf-junior-tournament_itf_juniors1,2007-01-16,2007-01-21,Germany,Carpet,,,0
2007,magnolia-cup_itf_juniors0,2007-01-16,2007-01-21,POL,Hard,,,0
2007,magnolia-cup_itf_juniors1,2007-01-16,2007-01-21,POL,Hard,,,0
2007,australian-open-junior-championships_itf_juniors0,2007-01-21,2007-01-27,AUS,Hard,,,0
2007,australian-open-junior-championships_itf_juniors1,2007-01-21,2007-01-27,AUS,Hard,,,0
2007,bksp-international-junior-championships_itf_juniors0,2007-01-22,2007-01-27,BAN,Hard,,,0
2007,bksp-international-junior-championships_itf_juniors1,2007-01-22,2007-01-27,BAN,Hard,,,0
2007,19th-czech-international-junior-indoor-championships_itf_juniors0,2007-01-22,2007-01-28,CZE,Carpet,,,0
